30/09/2025,"-98.00",OFFICEWORKS 0503          NAILSWORTH
29/09/2025,"-5.86",CHATKAZZ LIGHTSVIEW       Lightsview
29/09/2025,"-16.51",CHATKAZZ LIGHTSVIEW       Lightsview
29/09/2025,"-63.27",UNITED RICHMOND           RICHMOND
29/09/2025,"-14.57",BAKERY ON O'CONNELL-      NORTH ADELAID
29/09/2025,"-19.00",JB HI FI ADELAIDE CI      ADELAIDE
29/09/2025,"-71.66",CULINARY ESCAPADES PTY LT CAMPBELLTOWN
29/09/2025,"-10.00",ZAMBRERO SA PTY LTD       ADELAIDE
29/09/2025,"-23.69",ALDI STORES               PROSPECT
26/09/2025,"-5.68",SQ *CHAIOZ                North Adelaid
26/09/2025,"-29.59",COLES 4948                GREENACRES
26/09/2025,"-9.99",RUNDLE MALL FOODLAND      ADELAIDE
25/09/2025,"-35.00",RETAILORS OPS PTY LTD     ADELAIDE
25/09/2025,"-1.29",POST ADELAIDE UNIVERSI    ADELAIDE
24/09/2025,"-5.59",SQ *HOMEBOY CO PTY LTD    Adelaide
24/09/2025,"-60.60",LUCIA S PIZZA AND SP      ADELAIDE
24/09/2025,"-3.20",ASIAN GOURMET RST PL      ADELAIDE
24/09/2025,"-9.90",CHARLESWORTH NUTS PT      ADELAIDE
23/09/2025,"-134.29",COLES 0471                PROSPECT
23/09/2025,"-18.03",SQ *BOTTEGA GELATERIA     Prospect
23/09/2025,"-6.00",MORPHETT VALE LAUNDRET    OSBORNE PARK
23/09/2025,"-7.00",UPARK CITY OF ADL         ADELAIDE
22/09/2025,"-28.35",Cafe Brunelli             Adelaide
22/09/2025,"-6.60",Cafe Brunelli             Adelaide
22/09/2025,"-53.73",UBER *EATS HELP.UBER.COM  Sydney
22/09/2025,"-10.36",Boost Juice Myer Cent     Adelaide
22/09/2025,"-8.84",RUNDLE MALL FOODLAND      ADELAIDE
22/09/2025,"-12.49",PLINE PH GREENACRES       GREENACRES
22/09/2025,"-2.60",ADELAIDE METRO TAP        ADELAIDE
19/09/2025,"-4.55",ADELAIDE METRO TAP        ADELAIDE
18/09/2025,"903.32",PAYMENT THANKYOU 885300
18/09/2025,"90.00",PAYMENT THANKYOU 887268
18/09/2025,"-11.04",SQ *BOTTEGA GELATERIA     Prospect
18/09/2025,"-16.50",ZAMBRERO SA PTY LTD       ADELAIDE
17/09/2025,"-14.50",ZAMBRERO SA PTY LTD       ADELAIDE
17/09/2025,"-44.80",ALDI STORES               KILBURN
17/09/2025,"-21.52",SUPER INDIAN GROCERY      KILBURN
17/09/2025,"-3.60",BRUMBYS NORTH PARK        PROSPECT
17/09/2025,"-70.00",BASILICO CAFE             PROSPECT
16/09/2025,"-57.59",Mr Cheese Churchill       Kilburn
16/09/2025,"-36.34",COLES 0471                PROSPECT
15/09/2025,"-55.00",REWARD PROGRAM FEE
15/09/2025,"-94.00",ANNUAL FEE
15/09/2025,"-4.50",UNIVERSITY OF ADELAIDE    ADELAIDE
15/09/2025,"-29.90",LEBARA RECHARGE           NORTH SYDNEY
15/09/2025,"-19.09",SQ *ABANG ABANG           Adelaide
15/09/2025,"-66.95",WOOLWORTHS/7 GRASSMERE RD PROSPECT
15/09/2025,"-15.00",WOOLWORTHS/7 GRASSMERE RD PROSPECT
15/09/2025,"-110.00",EZI*PREMIER TAX & BOOK    Adelaide
15/09/2025,"-16.00",Dosai                     Adelaide
15/09/2025,"-49.96",SQ *BROTA THE PAROTTA KAD Blair Athol
15/09/2025,"-14.64",SQ *LEMONGRASS VIETNAMESE Prospect
15/09/2025,"-27.07",UBER *EATS HELP.UBER.COM  Sydney
12/09/2025,"-13.00",WILSON PARKING ADEOBS     ADELAIDE
12/09/2025,"-13.00",WILSON PARKING ADEOBS     ADELAIDE
12/09/2025,"-10.99",CHEMIST WAREHOUSE         ADELAIDE
11/09/2025,"-15.15",TARGET 5009               ADELAIDE
10/09/2025,"-18.10",COLES 0471                PROSPECT
10/09/2025,"-92.09",OTR ANGLE PARK            ANGLE PARK
10/09/2025,"-45.40",ALDI STORES               PROSPECT
10/09/2025,"-3.60",BRUMBYS NORTH PARK        PROSPECT
10/09/2025,"-4.99",BP X CON PROSPECT 1239    PROSPECT
09/09/2025,"-12.40",COLES 0439                SALISBURY DNS
09/09/2025,"-23.00",ADELAIDE AIRPORT LIMITED  ADELADIE
09/09/2025,"-3.25",BEST INDIAN SUPERMAR      SALISBURY
08/09/2025,"-20.00",BWS LIQUOR/JOHN ST        SALISBURY
08/09/2025,"-0.98",OFFICEWORKS 0503 PROSP    PROSPECT
08/09/2025,"-16.00",Guzman Y Gomez Green      Greenacres
08/09/2025,"-43.87",COLES 0471                PROSPECT
08/09/2025,"-6.00",MORPHETT VALE LAUNDRET    OSBORNE PARK
08/09/2025,"-59.39",UBER *EATS HELP.UBER.COM  Sydney

